Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2015,FAMLINE12,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE12,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE13,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE14,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE15,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE16,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE2,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE3,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE4,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE5,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE6,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE7,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE8,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,0,Not a family,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,2,1st subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,5,4th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,6,5th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,7,6th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,8,7th subfamily,YES,YES
AHS2015,FAMLINE9,FAMLINE,C,9,8th subfamily,YES,YES
AHS2015,FAMREL1,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL1,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL1,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL1,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL1,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL10,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL10,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL11,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL11,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL12,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL12,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL13,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL13,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL14,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL14,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL15,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL15,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL16,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL16,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL2,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL2,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL3,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL3,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL4,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL4,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL5,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL5,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL6,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL6,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL7,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL7,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL8,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL8,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,0,Not in a family,YES,YES
AHS2015,FAMREL9,FAMREL,C,1,Reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2015,FAMREL9,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP1,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP10,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP11,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP12,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP13,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP14,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP15,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP16,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP2,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP3,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP4,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP5,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP6,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP7,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP8,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,1,Primary family,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,2,Primary individual,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,3,Related subfamily,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2015,FAMTYP9,FAMTYP,C,5,Secondary individual,YES,YES
AHS2015,FINCP,FINCP,N,9999999,"$99,999,999 or more",YES,YES
AHS2015,FINCP,FINCP,N,.N,Not Applicable,YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,1,"Has usable fireplace, considers it heating equipment",YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,2,"Has usable fireplace, not considered heating equipment",YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,3,"Usable fireplace, don't know if it is considered heating equipment",YES,YES
AHS2015,FIREPLACE,FIREPLACE,C,4,No usable fireplace,YES,YES
AHS2015,FLOORHOLE,FLOORHOLE,C,1,Yes,YES,YES
AHS2015,FLOORHOLE,FLOORHOLE,C,2,No,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,1,Yes,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,2,No,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,M,Not Reported,YES,YES
AHS2015,FNDCRUMB,FNDCRUMB,C,N,Not Applicable,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,1,Basement under all of the house,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,2,Basement under part of the house,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,3,Crawl space,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,4,Concrete slab,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,5,Mobile home set up on a masonry foundation,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,6,Mobile home resting on a concrete pad,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,7,"Mobile home up on blocks, but not on a concrete pad",YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,8,Foundation set up in some other way,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,9,Mobile home foundation not reported,YES,YES
AHS2015,FOUNDTYPE,FOUNDTYPE,C,N,Not Applicable,YES,YES
AHS2015,FRIDGE,FRIDGE,C,1,Yes,YES,YES
AHS2015,FRIDGE,FRIDGE,C,2,No,YES,YES
AHS2015,FS,FS,C,1,Yes,YES,YES
AHS2015,FS,FS,C,2,No,YES,YES
AHS2015,FS,FS,C,M,Not Reported,YES,YES
AHS2015,FS,FS,C,N,Not Applicable,YES,YES
AHS2015,FSAFFORD,FSAFFORD,C,1,Often true,YES,YES
AHS2015,FSAFFORD,FSAFFORD,C,2,Sometimes true,YES,YES
AHS2015,FSAFFORD,FSAFFORD,C,3,Never true,YES,YES
AHS2015,FSAFFORD,FSAFFORD,C,M,Not Reported,YES,YES
AHS2015,FSAFFORD,FSAFFORD,C,N,Not Applicable,YES,YES
AHS2015,FSEATLESS,FSEATLESS,C,1,Yes,YES,YES
AHS2015,FSEATLESS,FSEATLESS,C,2,No,YES,YES
AHS2015,FSEATLESS,FSEATLESS,C,M,Not Reported,YES,YES
AHS2015,FSEATLESS,FSEATLESS,C,N,Not Applicable,YES,YES
AHS2015,FSHUNGRY,FSHUNGRY,C,1,Yes,YES,YES
AHS2015,FSHUNGRY,FSHUNGRY,C,2,No,YES,YES
AHS2015,FSHUNGRY,FSHUNGRY,C,M,Not Reported,YES,YES
AHS2015,FSHUNGRY,FSHUNGRY,C,N,Not Applicable,YES,YES
AHS2015,FSLAST,FSLAST,C,1,Often true,YES,YES
AHS2015,FSLAST,FSLAST,C,2,Sometimes true,YES,YES
AHS2015,FSLAST,FSLAST,C,3,Never true,YES,YES
AHS2015,FSLAST,FSLAST,C,M,Not Reported,YES,YES
AHS2015,FSLAST,FSLAST,C,N,Not Applicable,YES,YES
AHS2015,FSLOSTWGT,FSLOSTWGT,C,1,Yes,YES,YES
AHS2015,FSLOSTWGT,FSLOSTWGT,C,2,No,YES,YES
AHS2015,FSLOSTWGT,FSLOSTWGT,C,M,Not Reported,YES,YES
AHS2015,FSLOSTWGT,FSLOSTWGT,C,N,Not Applicable,YES,YES
AHS2015,FSMEALDAYS,FSMEALDAYS,N,.M,Not Reported,YES,YES
AHS2015,FSMEALDAYS,FSMEALDAYS,N,.N,Not Applicable,YES,YES
AHS2015,FSNODAYS,FSNODAYS,N,.M,Not Reported,YES,YES
AHS2015,FSNODAYS,FSNODAYS,N,.N,Not Applicable,YES,YES
AHS2015,FSNOFOOD,FSNOFOOD,C,1,Yes,YES,YES
AHS2015,FSNOFOOD,FSNOFOOD,C,2,No,YES,YES
AHS2015,FSNOFOOD,FSNOFOOD,C,M,Not Reported,YES,YES
AHS2015,FSNOFOOD,FSNOFOOD,C,N,Not Applicable,YES,YES
AHS2015,FSSKIPMEAL,FSSKIPMEAL,C,1,Yes,YES,YES
AHS2015,FSSKIPMEAL,FSSKIPMEAL,C,2,No,YES,YES
AHS2015,FSSKIPMEAL,FSSKIPMEAL,C,M,Not Reported,YES,YES
AHS2015,FSSKIPMEAL,FSSKIPMEAL,C,N,Not Applicable,YES,YES
AHS2015,FSSTATUS,FSSTATUS,C,1,High food security among adults,YES,YES
AHS2015,FSSTATUS,FSSTATUS,C,2,Marginal food security among adults,YES,YES
AHS2015,FSSTATUS,FSSTATUS,C,3,Low food security among adults,YES,YES
AHS2015,FSSTATUS,FSSTATUS,C,4,Very low food security among adults,YES,YES
AHS2015,FSSTATUS,FSSTATUS,C,5,Unknown food security among adults,YES,YES
AHS2015,FSSTATUS,FSSTATUS,C,N,Not Applicable,YES,YES
AHS2015,FSWORRY,FSWORRY,C,1,Often true,YES,YES
AHS2015,FSWORRY,FSWORRY,C,2,Sometimes true,YES,YES
AHS2015,FSWORRY,FSWORRY,C,3,Never true,YES,YES
AHS2015,FSWORRY,FSWORRY,C,M,Not Reported,YES,YES
AHS2015,FSWORRY,FSWORRY,C,N,Not Applicable,YES,YES
AHS2015,FUSEBLOW,FUSEBLOW,C,1,1 fuse / breaker blown in the last 3 months,YES,YES
AHS2015,FUSEBLOW,FUSEBLOW,C,2,2 fuses / breakers blown in the last 3 months,YES,YES
AHS2015,FUSEBLOW,FUSEBLOW,C,3,3 fuses / breakers blown in the last 3 months,YES,YES
AHS2015,FUSEBLOW,FUSEBLOW,C,4,4 or more fuses / breakers blown in the last 3 months,YES,YES
AHS2015,FUSEBLOW,FUSEBLOW,C,5,"1 or more fuses / breakers blown, number of times not reported",YES,YES
AHS2015,FUSEBLOW,FUSEBLOW,C,6,No fuses / breakers blown in the last 3 months,YES,YES
AHS2015,FUSEBLOW,FUSEBLOW,C,M,Not Reported,YES,YES
